Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Regulation Of Cell Development (GO:0060284)	1/52	5.716196e-01	7.528793e-01	0	0	1.195104e+00	6.683996e-01	HES1
GO_Biological_Process_2023	Regulation Of Protein-Containing Complex Assembly (GO:0043254)	2/119	5.753044e-01	7.557499e-01	0	0	1.041617e+00	5.758640e-01	TFRC;HSF1
GO_Biological_Process_2023	Blood Vessel Morphogenesis (GO:0048514)	1/53	5.785560e-01	7.557499e-01	0	0	1.172062e+00	6.413755e-01	HES1
GO_Biological_Process_2023	Carboxylic Acid Transport (GO:0046942)	1/53	5.785560e-01	7.557499e-01	0	0	1.172062e+00	6.413755e-01	SLC16A4
GO_Biological_Process_2023	Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046425)	1/53	5.785560e-01	7.557499e-01	0	0	1.172062e+00	6.413755e-01	HES1
GO_Biological_Process_2023	Positive Regulation Of NIK/NF-kappaB Signaling (GO:1901224)	1/53	5.785560e-01	7.557499e-01	0	0	1.172062e+00	6.413755e-01	EGFR
GO_Biological_Process_2023	Spermatid Development (GO:0007286)	1/53	5.785560e-01	7.557499e-01	0	0	1.172062e+00	6.413755e-01	RFX2
GO_Biological_Process_2023	Tight Junction Assembly (GO:0120192)	1/53	5.785560e-01	7.557499e-01	0	0	1.172062e+00	6.413755e-01	MARVELD2
GO_Biological_Process_2023	Mitochondrial Transport (GO:0006839)	1/53	5.785560e-01	7.557499e-01	0	0	1.172062e+00	6.413755e-01	PITRM1
GO_Biological_Process_2023	Negative Regulation Of Programmed Cell Death (GO:0043069)	6/381	5.817880e-01	7.576562e-01	0	0	9.742334e-01	5.276927e-01	SUPV3L1;TFRC;ANGPT1;SPRY2;SOX9;EGFR
GO_Biological_Process_2023	Negative Regulation Of Protein Catabolic Process (GO:0042177)	1/54	5.853804e-01	7.576562e-01	0	0	1.149889e+00	6.157579e-01	EGFR
GO_Biological_Process_2023	Apical Junction Assembly (GO:0043297)	1/54	5.853804e-01	7.576562e-01	0	0	1.149889e+00	6.157579e-01	MARVELD2
GO_Biological_Process_2023	Regulation Of Myoblast Differentiation (GO:0045661)	1/54	5.853804e-01	7.576562e-01	0	0	1.149889e+00	6.157579e-01	SOX9
GO_Biological_Process_2023	Nucleosome Assembly (GO:0006334)	1/54	5.853804e-01	7.576562e-01	0	0	1.149889e+00	6.157579e-01	SOX9
GO_Biological_Process_2023	Peptidyl-Tyrosine Modification (GO:0018212)	1/54	5.853804e-01	7.576562e-01	0	0	1.149889e+00	6.157579e-01	EGFR
GO_Biological_Process_2023	Ribosomal Large Subunit Biogenesis (GO:0042273)	1/54	5.853804e-01	7.576562e-01	0	0	1.149889e+00	6.157579e-01	GTPBP4
GO_Biological_Process_2023	Mesenchymal Cell Differentiation (GO:0048762)	1/54	5.853804e-01	7.576562e-01	0	0	1.149889e+00	6.157579e-01	SOX9
GO_Biological_Process_2023	Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043535)	1/54	5.853804e-01	7.576562e-01	0	0	1.149889e+00	6.157579e-01	ANGPT1
GO_Biological_Process_2023	Neuron Migration (GO:0001764)	1/55	5.920946e-01	7.640042e-01	0	0	1.128537e+00	5.914537e-01	LRP12
GO_Biological_Process_2023	Cellular Response To Fibroblast Growth Factor Stimulus (GO:0044344)	1/55	5.920946e-01	7.640042e-01	0	0	1.128537e+00	5.914537e-01	GALNT3
GO_Biological_Process_2023	Positive Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042531)	1/55	5.920946e-01	7.640042e-01	0	0	1.128537e+00	5.914537e-01	HES1
GO_Biological_Process_2023	Positive Regulation Of Epithelial Cell Proliferation (GO:0050679)	2/123	5.933238e-01	7.640042e-01	0	0	1.006977e+00	5.256572e-01	SOX9;EGFR
GO_Biological_Process_2023	Regulation Of Cell Motility (GO:2000145)	2/123	5.933238e-01	7.640042e-01	0	0	1.006977e+00	5.256572e-01	DOCK10;CCDC125
GO_Biological_Process_2023	Intracellular Monoatomic Cation Homeostasis (GO:0030003)	3/190	5.949921e-01	7.640042e-01	0	0	9.771056e-01	5.073203e-01	TFRC;SLC30A2;RGN
GO_Biological_Process_2023	Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167)	2/124	5.977387e-01	7.640042e-01	0	0	9.986722e-01	5.139183e-01	ANGPTL1;EGFR
GO_Biological_Process_2023	Nucleotide-Excision Repair (GO:0006289)	1/56	5.987004e-01	7.640042e-01	0	0	1.107962e+00	5.683776e-01	DDB2
GO_Biological_Process_2023	Peptide Metabolic Process (GO:0006518)	1/56	5.987004e-01	7.640042e-01	0	0	1.107962e+00	5.683776e-01	AEBP1
GO_Biological_Process_2023	Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000377)	1/56	5.987004e-01	7.640042e-01	0	0	1.107962e+00	5.683776e-01	AGT
GO_Biological_Process_2023	Cellular Response To Peptide (GO:1901653)	1/56	5.987004e-01	7.640042e-01	0	0	1.107962e+00	5.683776e-01	GJA1
GO_Biological_Process_2023	Positive Regulation Of Cellular Metabolic Process (GO:0031325)	1/56	5.987004e-01	7.640042e-01	0	0	1.107962e+00	5.683776e-01	AGT
GO_Biological_Process_2023	post-Golgi Vesicle-Mediated Transport (GO:0006892)	1/56	5.987004e-01	7.640042e-01	0	0	1.107962e+00	5.683776e-01	VTI1A
GO_Biological_Process_2023	Mitotic DNA Damage Checkpoint Signaling (GO:0044773)	1/56	5.987004e-01	7.640042e-01	0	0	1.107962e+00	5.683776e-01	WAC
GO_Biological_Process_2023	Transcription By RNA Polymerase II (GO:0006366)	3/192	6.020901e-01	7.668251e-01	0	0	9.666667e-01	4.904366e-01	FOXE1;TAF5;ZNF345
GO_Biological_Process_2023	Regulation Of Mitotic Cell Cycle (GO:0007346)	2/125	6.021176e-01	7.668251e-01	0	0	9.905022e-01	5.024843e-01	HSF1;SOX9
GO_Biological_Process_2023	RNA Catabolic Process (GO:0006401)	1/57	6.051996e-01	7.684402e-01	0	0	1.088121e+00	5.464512e-01	SUPV3L1
GO_Biological_Process_2023	Positive Regulation Of Interleukin-1 Beta Production (GO:0032731)	1/57	6.051996e-01	7.684402e-01	0	0	1.088121e+00	5.464512e-01	PANX1
GO_Biological_Process_2023	Membrane Lipid Biosynthetic Process (GO:0046467)	1/57	6.051996e-01	7.684402e-01	0	0	1.088121e+00	5.464512e-01	ELOVL2
GO_Biological_Process_2023	Selective Autophagy (GO:0061912)	1/58	6.115938e-01	7.757841e-01	0	0	1.068977e+00	5.256020e-01	MAP1LC3C
GO_Biological_Process_2023	Regulation Of Programmed Cell Death (GO:0043067)	3/195	6.125830e-01	7.762642e-01	0	0	9.514160e-01	4.662613e-01	SOX9;BRD8;AGT
GO_Biological_Process_2023	DNA-templated Transcription Initiation (GO:0006352)	1/59	6.178848e-01	7.767869e-01	0	0	1.050493e+00	5.057631e-01	TAF5
GO_Biological_Process_2023	Negative Regulation Of Protein-Containing Complex Assembly (GO:0031333)	1/59	6.178848e-01	7.767869e-01	0	0	1.050493e+00	5.057631e-01	HSF1
GO_Biological_Process_2023	Regulation Of Type I Interferon Production (GO:0032479)	1/59	6.178848e-01	7.767869e-01	0	0	1.050493e+00	5.057631e-01	XAF1
GO_Biological_Process_2023	Cilium Movement (GO:0003341)	1/59	6.178848e-01	7.767869e-01	0	0	1.050493e+00	5.057631e-01	TEKT2
GO_Biological_Process_2023	Positive Regulation Of Protein Binding (GO:0032092)	1/59	6.178848e-01	7.767869e-01	0	0	1.050493e+00	5.057631e-01	BAMBI
GO_Biological_Process_2023	Positive Regulation Of Proteolysis (GO:0045862)	1/59	6.178848e-01	7.767869e-01	0	0	1.050493e+00	5.057631e-01	ASTL
GO_Biological_Process_2023	protein-DNA Complex Assembly (GO:0065004)	1/59	6.178848e-01	7.767869e-01	0	0	1.050493e+00	5.057631e-01	SOX9
GO_Biological_Process_2023	Mitotic Cytokinesis (GO:0000281)	1/59	6.178848e-01	7.767869e-01	0	0	1.050493e+00	5.057631e-01	EFHC1
GO_Biological_Process_2023	Proteolysis (GO:0006508)	5/330	6.188635e-01	7.772485e-01	0	0	9.362361e-01	4.492722e-01	ADAM29;PITRM1;AEBP1;ADAMTS12;KLKB1
GO_Biological_Process_2023	Regulation Of Protein Phosphorylation (GO:0001932)	4/265	6.226150e-01	7.784085e-01	0	0	9.328001e-01	4.419857e-01	TFRC;ANGPT1;SOX9;EGFR
GO_Biological_Process_2023	Regulation Of Cell Cycle Process (GO:0010564)	2/130	6.234730e-01	7.784085e-01	0	0	9.515674e-01	4.495679e-01	SOX9;ANKK1
GO_Biological_Process_2023	Positive Regulation Of Cellular Process (GO:0048522)	9/594	6.240436e-01	7.784085e-01	0	0	9.354238e-01	4.410851e-01	SUPV3L1;LGI1;CDC123;SLC30A2;BAMBI;HES1;SOX9;HPR;EGFR
GO_Biological_Process_2023	Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001236)	1/60	6.240742e-01	7.784085e-01	0	0	1.032635e+00	4.868730e-01	AGT
GO_Biological_Process_2023	Response To Light Stimulus (GO:0009416)	1/60	6.240742e-01	7.784085e-01	0	0	1.032635e+00	4.868730e-01	DDB2
GO_Biological_Process_2023	Response To Retinoic Acid (GO:0032526)	1/60	6.240742e-01	7.784085e-01	0	0	1.032635e+00	4.868730e-01	SOX9
GO_Biological_Process_2023	Sterol Metabolic Process (GO:0016125)	1/60	6.240742e-01	7.784085e-01	0	0	1.032635e+00	4.868730e-01	SOAT2
GO_Biological_Process_2023	Autophagosome Organization (GO:1905037)	1/61	6.301636e-01	7.844642e-01	0	0	1.015373e+00	4.688745e-01	MAP1LC3C
GO_Biological_Process_2023	Positive Regulation Of Interleukin-8 Production (GO:0032757)	1/61	6.301636e-01	7.844642e-01	0	0	1.015373e+00	4.688745e-01	AFAP1L2
GO_Biological_Process_2023	Cell Junction Organization (GO:0034330)	1/62	6.361547e-01	7.903741e-01	0	0	9.986763e-01	4.517147e-01	MARVELD2
GO_Biological_Process_2023	Fat Cell Differentiation (GO:0045444)	1/62	6.361547e-01	7.903741e-01	0	0	9.986763e-01	4.517147e-01	BBS2
GO_Biological_Process_2023	Antigen Receptor-Mediated Signaling Pathway (GO:0050851)	2/134	6.399126e-01	7.938175e-01	0	0	9.225432e-01	4.118452e-01	VAV3;ERMAP
GO_Biological_Process_2023	Phosphatidylinositol Metabolic Process (GO:0046488)	1/63	6.420491e-01	7.938175e-01	0	0	9.825185e-01	4.353447e-01	MTMR2
GO_Biological_Process_2023	Positive Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901992)	1/63	6.420491e-01	7.938175e-01	0	0	9.825185e-01	4.353447e-01	EGFR
GO_Biological_Process_2023	Protein Polymerization (GO:0051258)	1/63	6.420491e-01	7.938175e-01	0	0	9.825185e-01	4.353447e-01	CHMP2A
GO_Biological_Process_2023	Regulation Of Cellular Catabolic Process (GO:0031329)	1/63	6.420491e-01	7.938175e-01	0	0	9.825185e-01	4.353447e-01	WAC
GO_Biological_Process_2023	Positive Regulation Of Cell Migration (GO:0030335)	4/272	6.429354e-01	7.941408e-01	0	0	9.081084e-01	4.011215e-01	SEMA6B;SPRY2;SOX9;EGFR
GO_Biological_Process_2023	Cellular Response To Metal Ion (GO:0071248)	2/135	6.439334e-01	7.946013e-01	0	0	9.155599e-01	4.029928e-01	HSF1;EGFR
GO_Biological_Process_2023	Response To Metal Ion (GO:0010038)	1/64	6.478482e-01	7.963396e-01	0	0	9.668737e-01	4.197187e-01	SLC30A2
GO_Biological_Process_2023	Positive Regulation Of Interleukin-1 Production (GO:0032732)	1/64	6.478482e-01	7.963396e-01	0	0	9.668737e-01	4.197187e-01	PANX1
GO_Biological_Process_2023	Positive Regulation Of Macroautophagy (GO:0016239)	1/64	6.478482e-01	7.963396e-01	0	0	9.668737e-01	4.197187e-01	WAC
GO_Biological_Process_2023	Negative Regulation Of Cell Death (GO:0060548)	1/64	6.478482e-01	7.963396e-01	0	0	9.668737e-01	4.197187e-01	CHMP2A
GO_Biological_Process_2023	Protein Localization To Organelle (GO:0033365)	2/137	6.518689e-01	7.979508e-01	0	0	9.019038e-01	3.859353e-01	BBS2;EHD1
GO_Biological_Process_2023	Autophagosome Assembly (GO:0000045)	1/65	6.535537e-01	7.979508e-01	0	0	9.517178e-01	4.047946e-01	MAP1LC3C
GO_Biological_Process_2023	Cellular Response To Light Stimulus (GO:0071482)	1/65	6.535537e-01	7.979508e-01	0	0	9.517178e-01	4.047946e-01	DDB2
GO_Biological_Process_2023	Regulation Of Translational Initiation (GO:0006446)	1/65	6.535537e-01	7.979508e-01	0	0	9.517178e-01	4.047946e-01	CDC123
GO_Biological_Process_2023	Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042509)	1/65	6.535537e-01	7.979508e-01	0	0	9.517178e-01	4.047946e-01	HES1
GO_Biological_Process_2023	Positive Regulation Of T Cell Proliferation (GO:0042102)	1/65	6.535537e-01	7.979508e-01	0	0	9.517178e-01	4.047946e-01	TFRC
GO_Biological_Process_2023	Monocarboxylic Acid Biosynthetic Process (GO:0072330)	1/65	6.535537e-01	7.979508e-01	0	0	9.517178e-01	4.047946e-01	SLC27A5
GO_Biological_Process_2023	Regulation Of Endocytosis (GO:0030100)	1/66	6.591671e-01	8.017238e-01	0	0	9.370282e-01	3.905330e-01	MTMR2
GO_Biological_Process_2023	Peptidyl-Threonine Modification (GO:0018210)	1/66	6.591671e-01	8.017238e-01	0	0	9.370282e-01	3.905330e-01	GALNT3
GO_Biological_Process_2023	Cellular Response To Type II Interferon (GO:0071346)	1/66	6.591671e-01	8.017238e-01	0	0	9.370282e-01	3.905330e-01	AQP4
GO_Biological_Process_2023	Response To Reactive Oxygen Species (GO:0000302)	1/66	6.591671e-01	8.017238e-01	0	0	9.370282e-01	3.905330e-01	EGFR
GO_Biological_Process_2023	Negative Regulation Of Wnt Signaling Pathway (GO:0030178)	2/140	6.635079e-01	8.045911e-01	0	0	8.821617e-01	3.618755e-01	SOX9;SHISA2
GO_Biological_Process_2023	Peptidyl-Tyrosine Phosphorylation (GO:0018108)	1/67	6.646897e-01	8.045911e-01	0	0	9.227837e-01	3.768971e-01	EGFR
GO_Biological_Process_2023	Cholesterol Metabolic Process (GO:0008203)	1/67	6.646897e-01	8.045911e-01	0	0	9.227837e-01	3.768971e-01	SOAT2
GO_Biological_Process_2023	tRNA Modification (GO:0006400)	1/67	6.646897e-01	8.045911e-01	0	0	9.227837e-01	3.768971e-01	QTRT1
GO_Biological_Process_2023	Negative Regulation Of Cellular Catabolic Process (GO:0031330)	1/67	6.646897e-01	8.045911e-01	0	0	9.227837e-01	3.768971e-01	MTMR2
GO_Biological_Process_2023	Positive Regulation Of Cell Population Proliferation (GO:0008284)	7/483	6.663460e-01	8.058286e-01	0	0	8.935685e-01	3.627407e-01	GJA1;CDC123;BAMBI;HES1;SOX9;EGFR;AGT
GO_Biological_Process_2023	Cell-Cell Junction Organization (GO:0045216)	1/68	6.701231e-01	8.096260e-01	0	0	9.089645e-01	3.638528e-01	MARVELD2
GO_Biological_Process_2023	Positive Regulation Of Transferase Activity (GO:0051347)	2/143	6.748326e-01	8.129932e-01	0	0	8.632598e-01	3.395120e-01	EGFR;AGT
GO_Biological_Process_2023	Regulation Of Heart Contraction (GO:0008016)	1/69	6.754688e-01	8.129932e-01	0	0	8.955517e-01	3.513682e-01	AGT
GO_Biological_Process_2023	Phospholipid Metabolic Process (GO:0006644)	1/69	6.754688e-01	8.129932e-01	0	0	8.955517e-01	3.513682e-01	PLA2G4C
GO_Biological_Process_2023	Positive Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014068)	1/69	6.754688e-01	8.129932e-01	0	0	8.955517e-01	3.513682e-01	SOX9
GO_Biological_Process_2023	Negative Regulation Of Epithelial Cell Proliferation (GO:0050680)	1/70	6.807281e-01	8.177745e-01	0	0	8.825277e-01	3.394133e-01	SOX9
GO_Biological_Process_2023	Regulation Of Actin Filament-Based Process (GO:0032970)	1/70	6.807281e-01	8.177745e-01	0	0	8.825277e-01	3.394133e-01	EPHA5
GO_Biological_Process_2023	Neuron Projection Morphogenesis (GO:0048812)	2/146	6.858464e-01	8.193440e-01	0	0	8.451454e-01	3.187057e-01	DOCK10;SLITRK6
GO_Biological_Process_2023	Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:0010569)	1/71	6.859024e-01	8.193440e-01	0	0	8.698758e-01	3.279605e-01	BRD8
GO_Biological_Process_2023	Cell-Cell Junction Assembly (GO:0007043)	1/71	6.859024e-01	8.193440e-01	0	0	8.698758e-01	3.279605e-01	GJA1
GO_Biological_Process_2023	Positive Regulation Of Cell-Substrate Adhesion (GO:0010811)	1/71	6.859024e-01	8.193440e-01	0	0	8.698758e-01	3.279605e-01	CCDC80
GO_Biological_Process_2023	Synapse Assembly (GO:0007416)	1/71	6.859024e-01	8.193440e-01	0	0	8.698758e-01	3.279605e-01	SLITRK6
GO_Biological_Process_2023	Protein Autoubiquitination (GO:0051865)	1/71	6.859024e-01	8.193440e-01	0	0	8.698758e-01	3.279605e-01	DDB2
GO_Biological_Process_2023	DNA Metabolic Process (GO:0006259)	4/288	6.866313e-01	8.194445e-01	0	0	8.562409e-01	3.219105e-01	SUPV3L1;FOXE1;NEIL1;DDB2
GO_Biological_Process_2023	Cellular Response To Hypoxia (GO:0071456)	1/72	6.909932e-01	8.223336e-01	0	0	8.575803e-01	3.169834e-01	CPEB2
GO_Biological_Process_2023	Protein Targeting To Membrane (GO:0006612)	1/72	6.909932e-01	8.223336e-01	0	0	8.575803e-01	3.169834e-01	ZDHHC9
GO_Biological_Process_2023	Negative Regulation Of Catabolic Process (GO:0009895)	1/72	6.909932e-01	8.223336e-01	0	0	8.575803e-01	3.169834e-01	EGFR
GO_Biological_Process_2023	Positive Regulation Of Cell Motility (GO:2000147)	3/221	6.956019e-01	8.250875e-01	0	0	8.368263e-01	3.037493e-01	SEMA6B;SPRY2;EGFR
GO_Biological_Process_2023	Cellular Response To Decreased Oxygen Levels (GO:0036294)	1/73	6.960016e-01	8.250875e-01	0	0	8.456263e-01	3.064577e-01	CPEB2
GO_Biological_Process_2023	Cellular Response To Reactive Oxygen Species (GO:0034614)	1/73	6.960016e-01	8.250875e-01	0	0	8.456263e-01	3.064577e-01	EGFR
GO_Biological_Process_2023	Ubiquitin-Dependent ERAD Pathway (GO:0030433)	1/73	6.960016e-01	8.250875e-01	0	0	8.456263e-01	3.064577e-01	FBXO17
GO_Biological_Process_2023	Skeletal System Development (GO:0001501)	2/149	6.965530e-01	8.250875e-01	0	0	8.277704e-01	2.993311e-01	GJA1;SOX9
GO_Biological_Process_2023	Regulation Of Cell Migration (GO:0030334)	6/434	7.053371e-01	8.329087e-01	0	0	8.512486e-01	2.971533e-01	DOCK10;SEMA6B;TMEFF2;SPRY2;GTPBP4;EGFR
GO_Biological_Process_2023	Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120032)	1/75	7.057771e-01	8.329087e-01	0	0	8.226876e-01	2.866703e-01	SH3YL1
GO_Biological_Process_2023	Nucleosome Organization (GO:0034728)	1/75	7.057771e-01	8.329087e-01	0	0	8.226876e-01	2.866703e-01	SOX9
GO_Biological_Process_2023	Regulation Of Stress Fiber Assembly (GO:0051492)	1/75	7.057771e-01	8.329087e-01	0	0	8.226876e-01	2.866703e-01	TMEFF2
GO_Biological_Process_2023	Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092)	2/152	7.069568e-01	8.335270e-01	0	0	8.110903e-01	2.812746e-01	TFRC;AGT
GO_Biological_Process_2023	Regulation Of Cellular Component Organization (GO:0051128)	2/153	7.103581e-01	8.343287e-01	0	0	8.056776e-01	2.755305e-01	TFRC;AGT
GO_Biological_Process_2023	Regulation Of Immune Response (GO:0050776)	1/77	7.152391e-01	8.343287e-01	0	0	8.009562e-01	2.684311e-01	GPR108
GO_Biological_Process_2023	Actomyosin Structure Organization (GO:0031032)	1/77	7.152391e-01	8.343287e-01	0	0	8.009562e-01	2.684311e-01	CSRP2
GO_Biological_Process_2023	Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667)	1/77	7.152391e-01	8.343287e-01	0	0	8.009562e-01	2.684311e-01	SLITRK6
GO_Biological_Process_2023	Positive Regulation Of JNK Cascade (GO:0046330)	1/77	7.152391e-01	8.343287e-01	0	0	8.009562e-01	2.684311e-01	TNFRSF19
GO_Biological_Process_2023	Sphingolipid Biosynthetic Process (GO:0030148)	1/77	7.152391e-01	8.343287e-01	0	0	8.009562e-01	2.684311e-01	ELOVL2
GO_Biological_Process_2023	Positive Regulation Of Synaptic Transmission (GO:0050806)	1/77	7.152391e-01	8.343287e-01	0	0	8.009562e-01	2.684311e-01	LGI1
GO_Biological_Process_2023	Monoatomic Cation Homeostasis (GO:0055080)	1/77	7.152391e-01	8.343287e-01	0	0	8.009562e-01	2.684311e-01	CNNM2
GO_Biological_Process_2023	Regulation Of T Cell Proliferation (GO:0042129)	1/77	7.152391e-01	8.343287e-01	0	0	8.009562e-01	2.684311e-01	TFRC
GO_Biological_Process_2023	Negative Regulation Of Blood Vessel Morphogenesis (GO:2000181)	1/77	7.152391e-01	8.343287e-01	0	0	8.009562e-01	2.684311e-01	SPRY2
GO_Biological_Process_2023	Apoptotic Process (GO:0006915)	3/228	7.155140e-01	8.343287e-01	0	0	8.105000e-01	2.713182e-01	TP53AIP1;TNFRSF19;ZNF443
GO_Biological_Process_2023	Chromatin Remodeling (GO:0006338)	3/228	7.155140e-01	8.343287e-01	0	0	8.105000e-01	2.713182e-01	PWWP2B;WAC;SOX9
GO_Biological_Process_2023	Cellular Response To Nutrient Levels (GO:0031669)	1/78	7.198558e-01	8.386221e-01	0	0	7.905138e-01	2.598454e-01	MAP1LC3C
GO_Biological_Process_2023	Cellular Response To UV (GO:0034644)	1/79	7.243978e-01	8.408307e-01	0	0	7.803392e-01	2.515928e-01	DDB2
GO_Biological_Process_2023	Response To Insulin (GO:0032868)	1/79	7.243978e-01	8.408307e-01	0	0	7.803392e-01	2.515928e-01	CPEB2
GO_Biological_Process_2023	Positive Regulation Of Protein Localization To Membrane (GO:1905477)	1/79	7.243978e-01	8.408307e-01	0	0	7.803392e-01	2.515928e-01	EGFR
GO_Biological_Process_2023	Positive Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903322)	1/79	7.243978e-01	8.408307e-01	0	0	7.803392e-01	2.515928e-01	ANGPT1
GO_Biological_Process_2023	Regulation Of Organelle Assembly (GO:1902115)	1/80	7.288664e-01	8.424560e-01	0	0	7.704222e-01	2.436575e-01	STAM
GO_Biological_Process_2023	Regulation Of Protein Localization To Plasma Membrane (GO:1903076)	1/80	7.288664e-01	8.424560e-01	0	0	7.704222e-01	2.436575e-01	EGFR
GO_Biological_Process_2023	Response To Type II Interferon (GO:0034341)	1/80	7.288664e-01	8.424560e-01	0	0	7.704222e-01	2.436575e-01	AQP4
GO_Biological_Process_2023	Wound Healing (GO:0042060)	1/80	7.288664e-01	8.424560e-01	0	0	7.704222e-01	2.436575e-01	CHMP2A
GO_Biological_Process_2023	Positive Regulation Of Developmental Process (GO:0051094)	3/233	7.291122e-01	8.424560e-01	0	0	7.926766e-01	2.504285e-01	GJA1;TFRC;SOX9
GO_Biological_Process_2023	Positive Regulation Of GTPase Activity (GO:0043547)	3/234	7.317699e-01	8.426555e-01	0	0	7.892045e-01	2.464600e-01	DOCK10;CCDC125;FOXJ1
GO_Biological_Process_2023	Regulation Of Interleukin-8 Production (GO:0032677)	1/81	7.332628e-01	8.426555e-01	0	0	7.607531e-01	2.360245e-01	AFAP1L2
GO_Biological_Process_2023	Activation Of Protein Kinase Activity (GO:0032147)	1/81	7.332628e-01	8.426555e-01	0	0	7.607531e-01	2.360245e-01	ANGPT1
GO_Biological_Process_2023	Cytoskeleton-Dependent Cytokinesis (GO:0061640)	1/81	7.332628e-01	8.426555e-01	0	0	7.607531e-01	2.360245e-01	EFHC1
GO_Biological_Process_2023	Spindle Assembly (GO:0051225)	1/81	7.332628e-01	8.426555e-01	0	0	7.607531e-01	2.360245e-01	BCCIP
GO_Biological_Process_2023	Negative Regulation Of NF-kappaB Transcription Factor Activity (GO:0032088)	1/81	7.332628e-01	8.426555e-01	0	0	7.607531e-01	2.360245e-01	FOXJ1
GO_Biological_Process_2023	Regulation Of Phosphorylation (GO:0042325)	1/82	7.375881e-01	8.464798e-01	0	0	7.513228e-01	2.286800e-01	EGFR
GO_Biological_Process_2023	Regulation Of Gene Expression (GO:0010468)	16/1127	7.379226e-01	8.464798e-01	0	0	8.709353e-01	2.646915e-01	ZNF331;TFRC;ZNF492;ANGPT1;ZNF98;PAX6;GJA1;NFIA;ZNF727;ZNF679;SPRY2;SOX9;ZNF676;MZF1;SSBP2;ERMAP
GO_Biological_Process_2023	Mitochondrion Organization (GO:0007005)	2/162	7.395069e-01	8.475323e-01	0	0	7.600078e-01	2.293488e-01	SUPV3L1;PITRM1
GO_Biological_Process_2023	Regulation Of NIK/NF-kappaB Signaling (GO:1901222)	1/83	7.418434e-01	8.480031e-01	0	0	7.421224e-01	2.216104e-01	EGFR
GO_Biological_Process_2023	Regulation Of Cell Division (GO:0051302)	1/83	7.418434e-01	8.480031e-01	0	0	7.421224e-01	2.216104e-01	EFHC1
GO_Biological_Process_2023	Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)	2/163	7.425865e-01	8.480031e-01	0	0	7.552485e-01	2.247740e-01	GLP1R;PTGER3
GO_Biological_Process_2023	Nitrogen Compound Transport (GO:0071705)	2/163	7.425865e-01	8.480031e-01	0	0	7.552485e-01	2.247740e-01	SLC19A3;CHMP2A
GO_Biological_Process_2023	DNA Damage Response (GO:0006974)	5/384	7.459144e-01	8.488846e-01	0	0	8.006007e-01	2.346917e-01	VAV3;FOXE1;WAC;ZDHHC16;DDB2
GO_Biological_Process_2023	Regulation Of Interleukin-1 Beta Production (GO:0032651)	1/84	7.460300e-01	8.488846e-01	0	0	7.331438e-01	2.148034e-01	PANX1
GO_Biological_Process_2023	Positive Regulation Of Double-Strand Break Repair (GO:2000781)	1/84	7.460300e-01	8.488846e-01	0	0	7.331438e-01	2.148034e-01	BRD8
GO_Biological_Process_2023	Positive Regulation Of Protein Ubiquitination (GO:0031398)	1/84	7.460300e-01	8.488846e-01	0	0	7.331438e-01	2.148034e-01	ANGPT1
GO_Biological_Process_2023	Regulation Of Kinase Activity (GO:0043549)	1/85	7.501489e-01	8.497676e-01	0	0	7.243789e-01	2.082470e-01	EGFR
GO_Biological_Process_2023	Nuclear-Transcribed mRNA Catabolic Process (GO:0000956)	1/85	7.501489e-01	8.497676e-01	0	0	7.243789e-01	2.082470e-01	MTPAP
GO_Biological_Process_2023	Positive Regulation Of Amide Metabolic Process (GO:0034250)	1/85	7.501489e-01	8.497676e-01	0	0	7.243789e-01	2.082470e-01	LARP6
GO_Biological_Process_2023	Positive Regulation Of Protein Localization (GO:1903829)	1/85	7.501489e-01	8.497676e-01	0	0	7.243789e-01	2.082470e-01	TFRC
GO_Biological_Process_2023	Macromolecule Catabolic Process (GO:0009057)	1/85	7.501489e-01	8.497676e-01	0	0	7.243789e-01	2.082470e-01	SUPV3L1
GO_Biological_Process_2023	Exocytosis (GO:0006887)	1/86	7.542012e-01	8.520798e-01	0	0	7.158202e-01	2.019301e-01	RAB3IL1
GO_Biological_Process_2023	Negative Regulation Of Angiogenesis (GO:0016525)	1/86	7.542012e-01	8.520798e-01	0	0	7.158202e-01	2.019301e-01	SPRY2
